bug_description , class_name
keybindings rethink mnemonic and keybinding conflict,Frontend
new tab tab open new window,Frontend
add feature to search engine to distinguish between closed and open ticket,Backend
random menu placement on opening,Frontend
menu bar button are remaining dark,Frontend
firefox awesomebar search keywords are uglier than chrome omnibar search keywords,Frontend
urlbar deletes all typed text when page finish loading and suggestion are irrelevant to the string in urlbar,Frontend
compiler hook up lambda expression into statement recovery,Backend
add automated test for search action,Frontend
main menu entry are highlighted on mouse oven even when no menu is open with the non system theme,Frontend
dialog dialog tray open close doesnt restore proper layout in add jre dialog,Frontend
emailaddress regex match invalid email address,Backend
about privatebrowsing should mentiong that sync will still run , and sync bookmark password etc,Security
importing bookmark from another browser is slower on low end computer,Backend
astparser doe not honor test true attribute on classpath,Backend
problem with java index,Backend
